index,ra,dec,NUV_mag_min,NUV_mag_max,n_eclipses
0,1.0126103913242064,-4.692878212254813,17.600050809767875,17.600050809767875,1
0,2.248695274400397,23.643044584846947,14.507211387142856,14.507211387142856,1
0,2.4272613433403567,-0.5632770422371282,18.326161608795342,18.326161608795342,1
0,2.706065478508592,-0.6486693624248508,19.99881799022432,19.99881799022432,1
0,4.049112284715061,-39.45636241662308,16.10159045616388,17.136363092431377,5
0,4.088267615374891,16.646110673214054,14.55319435225494,14.55319435225494,1
0,4.597080374881834,16.862296587998923,19.800999608250123,19.800999608250123,1
0,4.709297492891877,16.250857498413172,20.237116144723117,20.237116144723117,1
0,4.892305847797465,-1.1764496661584325,20.1167573933024,20.1167573933024,2
0,4.894057602575743,-23.16530477044383,20.55234180855964,20.55234180855964,1
0,4.954514819649678,-36.77214064732625,20.05033999632977,20.05033999632977,1
0,5.075090717221343,-0.590770201499476,18.78486624976616,18.78486624976616,1
0,6.2688101872801605,-36.77205547808172,17.648445347600504,17.648445347600504,2
0,6.30503730445403,4.199011211896302,20.11518085452933,20.11518085452933,1
0,6.717086447540555,42.833889113963295,18.75499477724329,18.75499477724329,2
0,7.212796607726268,41.14058214691707,19.96353695906352,19.96353695906352,1
0,7.327248482811633,-44.64901156180029,20.374470588081497,20.374470588081497,1
0,7.666081791404868,-38.16640606332037,20.15982881324593,20.15982881324593,1
0,7.706723351563045,-42.04804331232713,18.573132217962044,18.573132217962044,1
0,8.402590088318744,-43.82100870908823,14.80201071026869,15.463786652231612,11
0,8.544446455729457,-44.08407501602764,20.466326631328684,20.466326631328684,1
0,8.676679518704146,-8.255248004725775,20.486714180496502,20.486714180496502,1
0,9.029312115355324,-34.21534441034806,20.32333698844933,20.32333698844933,1
0,9.06514471617698,1.3888732566749018,16.51432934397397,16.51432934397397,1
0,9.149621773486512,42.30479832954273,18.91030546554106,18.91030546554106,1
0,9.268527410048517,42.41029400622329,18.756608815625313,18.954636657159167,3
0,9.510051368845224,3.684011380687599,18.59230008450701,18.59230008450701,1
0,9.618973953303795,-41.822248421987,18.718050292339246,18.718050292339246,1
0,9.789764050438013,0.6697851936332181,15.811684363247199,15.811684363247199,1
0,10.288136197738927,41.927095223685946,19.495556736139548,19.495556736139548,1
0,10.346021894898668,-42.07784477182207,19.81253054941368,19.81253054941368,1
0,10.359100801550785,42.54911842212532,19.75933949101673,19.75933949101673,1
0,10.621031673917676,-44.41599087668683,17.082210527772265,18.287130971656083,3
0,10.701904261563582,35.54855329402246,17.2307611404771,17.2307611404771,1
0,10.871385301676154,42.38760977821919,19.65007338885653,19.65007338885653,1
0,10.94941253849418,-44.85903957391859,16.744935471898792,17.447396988673603,25
0,11.016177214937644,42.67707703333515,19.054303818664877,19.054303818664877,1
0,11.06296081708099,-45.0044110837897,19.68528187977484,20.36242319860807,3
0,11.063344711555946,-45.00441112003965,19.68528187977484,20.68260054147897,4
0,11.06376674948475,-45.00444079835643,20.36242319860807,20.68260054147897,2
0,11.073127079949543,40.44600076053887,19.21687344025809,19.21687344025809,1
0,11.085862366032938,39.89759509077986,19.62836736268093,19.62836736268093,1
0,11.16376477695922,39.90906209293255,19.669225597558377,19.669225597558377,1
0,11.237135844643458,-43.39705893588376,20.262348812076333,20.262348812076333,1
0,11.38932616698084,40.4558153311846,19.51290614103099,19.51290614103099,1
0,11.441989734653712,41.8412581044871,17.816466016811958,18.054389461317935,3
0,11.451305943424117,-43.91965729020867,15.823085968964737,16.536941650853468,4
0,11.557390032406154,-44.201741953641495,16.475476308073574,18.54087082601546,2
0,11.673602725298537,-42.36223343895048,17.622365867846746,17.622365867846746,1
0,11.771654004996993,41.05553099974383,19.152960242470648,19.152960242470648,1
0,11.892994381251114,40.780813055518685,19.196972919214,19.196972919214,1
0,11.96276846844676,-41.36919757267566,19.88524663409819,19.88524663409819,1
0,12.029881341656305,40.477752703238586,14.565590542976144,14.565590542976144,1
0,12.224468527969789,42.18413280742031,18.693525219788864,18.693525219788864,1
0,12.28315671742524,-40.387622972427394,18.96178898799345,18.96178898799345,1
0,12.450739867169728,42.33730782768579,19.779877620036373,19.779877620036373,1
0,12.810630811162149,41.69515808470452,14.495602054142438,14.495602054142438,1
0,13.245979561569154,12.162789782712256,19.950537599198064,19.950537599198064,1
0,13.543268536808906,5.157644622365935,20.038209632347748,20.038209632347748,1
0,13.778578305952594,-0.950908435565179,19.947802437417412,19.947802437417412,1
0,14.075418664213657,12.49389609133521,19.425481511884264,19.5700583631555,2
