obj_id,ra,dec,eclipse,NUVmag,NUVmag_err_1,NUVmag_err_2,FUVmag,FUVmag_err_1,FUVmag_err_2
1953301413,311.5651133785091,-4.930670266514934,1413,20.119744731038807,0.028606201522052288,0.02938034012913704,,,
1468701420,315.93539142183124,-7.379243973589912,1420,20.197519740015267,0.033934544771909714,0.03502947278320789,,,
1479501422,343.35265409478205,-39.79307189933704,1422,20.5626695472002,0.05207635462284088,0.05470056086778641,,,
1417401623,259.20421928249795,60.03953457344939,1623,20.45484474480152,0.04135608673095703,0.04299398511648178,,,
1297001640,260.3072203515084,58.102305431983126,1640,20.475397692918776,0.036758556962013245,0.038046836853027344,21.284793473482132,0.08758336305618286,0.09527340531349182
2651201731,340.31688326227766,12.165311113014862,1731,20.17218274615705,0.03228845540434122,0.03327817656099796,,,
1960501740,350.75503479732447,-0.0220140706893949,1740,20.375056141912935,0.045398809015750885,0.04738032817840576,,,
1222901911,347.30838064611885,0.314289289763399,1911,20.292698243558405,0.030469167977571487,0.03134898841381073,,,
450502143,343.0351706572345,-39.97206343323212,2143,20.62704263806343,0.04361152648925781,0.045436881482601166,21.481077678203583,0.1262030005455017,0.1428261399269104
787002252,334.3209603792774,0.3690354203449825,2252,20.20457656674087,0.03124644048511982,0.032172417268157005,21.42118693113327,0.10415956377983093,0.11522293090820312
666202259,11.237135844643458,-43.39705893588376,2259,20.634539039731024,0.03507692366838455,0.03624811768531799,22.134871788024903,0.15747636556625366,0.18425583839416504
1004102419,21.128229224367598,-33.91765435740721,2419,20.55351986169815,0.034981295466423035,0.03614600747823715,22.525692887306214,0.1996663212776184,0.24484992027282715
400502476,30.405681586574484,-8.116733829992407,2476,20.711195306777952,0.03696393221616745,0.038266927003860474,22.14012414932251,0.16289442777633667,0.19172221422195435
186602480,29.39599598991568,13.890211662328852,2480,20.44505803465843,0.03307584673166275,0.03411516547203064,,,
1043703090,41.6321716885473,-7.353883103746093,3090,20.581051396131514,0.034426264464855194,0.03555368632078171,22.04010487318039,0.1325586438179016,0.15102386474609375
2557303126,50.02201883065238,-7.04383064685579,3126,19.957582965418695,0.026739919558167458,0.027415156364440918,20.657516725063324,0.060734450817108154,0.06433427333831787
531603292,36.27630398507478,-4.479838817004319,3292,20.609932640492914,0.03510817885398865,0.03628145903348923,,,
1246603773,119.85762359084532,46.64013564123167,3773,20.351620526909826,0.03508571535348892,0.03625750541687012,,,
1219803779,122.24129127779403,45.91594230262675,3779,20.547909462749956,0.03410227596759796,0.03520820289850235,21.801987297534943,0.09995907545089722,0.1101037859916687
844103780,122.15875857284182,45.21653594731468,3780,20.516373911798,0.033626146614551544,0.03470100462436676,21.48048640012741,0.08654981851577759,0.09405165910720825
1049003822,137.0352522674325,-0.7696054403524965,3822,20.419241251349447,0.03227550536394119,0.03326438367366791,22.03388840675354,0.12664079666137695,0.14338701963424683
614703858,135.96070539193306,52.35955868715667,3858,20.58886735320091,0.034672319889068604,0.0358162447810173,22.29392499446869,0.1442369818687439,0.16637712717056274
877703914,146.7468899001376,61.529046476535214,3914,20.5851127448678,0.03443967550992966,0.03556795418262482,22.15414852619171,0.1284348964691162,0.14569193124771118
770803925,162.05041088548646,64.72416541383973,3925,20.553596341907976,0.034183114767074585,0.03529440611600876,21.517950899600983,0.09111225605010986,0.09946435689926147
411303953,162.33936320951966,59.25277295994422,3953,20.758648948669432,0.03890611231327057,0.040352270007133484,22.287256724834442,0.1289185881614685,0.1463150978088379
342504008,123.87210725456404,51.50024247137642,4008,20.486484343111513,0.03316286951303482,0.03420781344175339,,,
1985304009,137.74191089745747,54.48358842897718,4009,20.677122497856615,0.04750844091176987,0.04968274384737015,,,
404904028,189.0060734376755,62.49458524868528,4028,20.760596381425856,0.036973804235458374,0.038277506828308105,,,
883504038,190.02109701219797,62.38547844713013,4038,20.561414683163164,0.034248679876327515,0.035364292562007904,,,
430404040,188.7098883212145,62.17016247432283,4040,20.518055805861948,0.04021354019641876,0.04176042973995209,,,
1129204162,79.67458167438771,-49.120796877402086,4162,20.50288467288017,0.0353148952126503,0.03650229424238205,,,
1954004217,80.00521521606854,-49.08385213966657,4217,20.49852582246065,0.03833681344985962,0.03974013030529022,21.111210889816284,0.08371919393539429,0.09071826934814453
1177504231,79.29188510779655,-49.24047860767035,4231,20.274936990737913,0.03897777758538723,0.04042932763695717,21.219543076753617,0.09843558073043823,0.10825797915458679
1207304322,149.96813903965213,2.7801144379194063,4322,20.506566191017626,0.036170631647109985,0.037417300045490265,,,
322204325,149.49560741034853,2.083823553400393,4325,20.459469990730284,0.037403516471385956,0.03873813897371292,21.89611048221588,0.11800378561019897,0.1324114203453064
1610504355,150.46803125510547,2.1991252430192003,4355,20.427660779953,0.04069985821843147,0.04228509962558746,21.952068812847138,0.13249754905700684,0.15094399452209473
1312104369,150.53330581445277,2.3765292129555005,4369,20.600581640303133,0.03938816487789154,0.040871091187000275,22.185863263607025,0.13181596994400024,0.1500597596168518
1172804469,150.42392931189977,2.1325785401766684,4469,20.227071685642002,0.02945610322058201,0.030277594923973083,22.547428317070008,0.13795793056488037,0.1580744981765747
1272104624,150.62964124255583,1.9219917335008667,4624,20.47339531213045,0.03406062722206116,0.03516387194395065,,,
748104781,150.42392666906224,2.1326247956874598,4781,20.424563238322733,0.032690707594156265,0.03370560705661774,22.240204520225525,0.1220431923866272,0.13751953840255737
530004875,155.9166176719679,2.658255827519114,4875,20.445532375872133,0.03272686153650284,0.03374412655830383,,,
1703804889,161.70150293171702,-0.4774173826655373,4889,20.36887817636132,0.0321316160261631,0.03311162814497948,,,
747105024,197.39589863690807,28.98454920434995,5024,19.708026224672793,0.02350933849811554,0.024029649794101715,,,
2168105231,177.4144792152697,0.586372913907587,5231,20.536259064376353,0.039559751749038696,0.041055865585803986,22.68746048927307,0.1698070764541626,0.2013784646987915
1205205245,137.417631312031,54.92249403804708,5245,20.48195032954216,0.037284158170223236,0.03861013799905777,21.677157289981842,0.10507643222808838,0.11634588241577148
1040905258,163.3897386585993,58.55518030597241,5258,20.61601488471031,0.03584470599889755,0.037068650126457214,,,
452605315,188.8501139144643,61.69182945976573,5315,20.74802181303501,0.039567798376083374,0.0410645455121994,21.7173326086998,0.10686784982681274,0.11854708194732666
714805709,251.46912986727543,42.43499270018896,5709,20.641416149139403,0.03575809299945831,0.03697600215673447,,,
931105736,249.5384672258969,41.24859346301136,5736,20.70546446919441,0.038374438881874084,0.03978058695793152,,,
2768706109,216.46388110704797,4.496566223646741,6109,20.40196994870901,0.03993868827819824,0.04146412014961243,21.84767515182495,0.12613505125045776,0.14273852109909058
289806408,312.6915053574669,-0.2546556411255166,6408,20.18028996504843,0.029329387471079826,0.03014371730387211,,,
1829406422,311.2900129682188,0.9327439923776316,6422,20.18646756738424,0.030622705817222595,0.031511541455984116,,,
1466106464,253.1639900680861,34.962209706491215,6464,20.769692199230192,0.050932541489601135,0.05343988537788391,21.82022006034851,0.13606607913970947,0.1555943489074707
1788006465,325.3171964766003,-23.903253550978388,6465,20.514232167899607,0.03879144787788391,0.040228888392448425,,,
1522406470,325.5225294241658,-23.912224026356665,6470,20.467486927211283,0.03317985683679581,0.03422588109970093,21.887283928394318,0.11044412851333618,0.12296408414840698
2514506545,327.7240554896157,-5.889008112898386,6545,20.397849218845366,0.04385989159345627,0.04570651799440384,22.06662148952484,0.15203475952148438,0.17684578895568848
3048206595,327.7241948767228,-5.888909702713181,6595,20.52308453798294,0.05225006490945816,0.05489226430654526,,,
1134806640,327.7240649945749,-5.888795723301,6640,20.500323275029658,0.03340970724821091,0.03447048366069794,,,
