,eclipse,obj_id,ra,dec,morphology
57,4075,1887904075.0,163.80848996296052,56.79612897029416,T
58,4081,2646104081.0,164.0938700647462,57.08908533919743,T
59,4094,1150004094.0,163.247268127324,57.01363551902936,T
60,4160,616604160.0,79.24929525972443,-48.87032172674157,T
61,4162,1129204162.0,79.67458167438771,-49.120796877402086,F
62,4177,650404177.0,79.24923697353202,-48.87038586247768,T
63,4203,722904203.0,79.24915644587098,-48.870254617157904,T
64,4216,444504216.0,149.50476833303458,2.213578371627247,F
65,4217,1954004217.0,80.00521521606854,-49.08385213966657,F
66,4218,59704218.0,149.81763359496264,1.8463239197841144,U
67,4223,796604223.0,149.74442482221772,2.249439824857672,F
68,4231,1177504231.0,79.29188510779655,-49.24047860767035,F
69,4245,1414504245.0,79.24927793034853,-48.870282673385,T
70,4262,1127104262.0,150.3891201836664,1.7241272895774915,T
71,4276,99999904276.0,149.84515,2.96435,F
72,4278,1135504278.0,150.38912455366523,1.724174405485629,T
73,4282,2143404282.0,150.46803543717365,2.1992497250923875,F
74,4322,1207304322.0,149.96813903965213,2.7801144379194063,U
75,4325,322204325.0,149.49560741034853,2.083823553400393,F
76,4341,755304341.0,150.08013529251048,1.4493605576869828,F
77,4355,1610504355.0,150.46803125510547,2.1991252430192003,F
78,4365,854504365.0,150.38914496621774,1.724123639662471,T
79,4369,1312104369.0,150.53330581445277,2.3765292129555005,F
80,4406,2229204406.0,150.54034778432782,2.123587023613673,F
81,4415,2042304415.0,150.08010664099544,1.4494768142119745,F
82,4426,1375904426.0,150.84113343833363,2.0569542791320283,F
83,4469,1172804469.0,150.42392931189977,2.1325785401766684,F
84,4580,2404104580.0,164.09384892024556,57.08903097621347,T
85,4581,288504581.0,162.18486161260907,58.2603427396972,T
86,4588,302604588.0,162.18514005814845,58.26031805683229,T
87,4589,2223604589.0,163.80845852403235,56.796165325616805,T
88,4594,2403204594.0,164.09398113214493,57.08905471469832,T
89,4596,1322404596.0,163.24732909923304,57.01371544729901,T
90,4624,1272104624.0,150.62964124255583,1.9219917335008667,F
91,4631,231904631.0,162.12001277843137,58.86648064250592,U
92,4733,2395604733.0,164.09396137751992,57.08897737319924,T
93,4761,348004761.0,188.8036593520012,62.29553336858154,F
94,4781,748104781.0,150.42392666906224,2.1326247956874598,F
95,4781,820904781.0,150.46794866841108,2.1991211517316254,F
96,4875,530004875.0,155.9166176719679,2.658255827519114,F
97,4889,1703804889.0,161.70150293171702,-0.4774173826655373,F
98,5024,747105024.0,197.39589863690807,28.98454920434995,F
99,5231,1070805231.0,176.9201454834176,0.2559690511342505,F
100,5231,2168105231.0,177.4144792152697,0.586372913907587,F
101,5245,1205205245.0,137.417631312031,54.92249403804708,F
102,5258,1040905258.0,163.3897386585993,58.55518030597241,F
103,5275,2876105275.0,164.09406635353795,57.08912558623146,T
104,5315,452605315.0,188.8501139144643,61.69182945976573,F
105,5363,3450605363.0,164.09405906026888,57.08911025235342,T
106,5376,731105376.0,185.23962168436984,67.64365397204146,T
107,5386,1603605386.0,261.0010168888076,60.74732557142952,E
108,5400,3018505400.0,164.09405028752153,57.08910103592615,T
109,5406,402905406.0,162.1850170460163,58.260481839875865,T
110,5421,1457905421.0,261.00105415513724,60.74728285356775,E
111,5446,507405446.0,192.27934823713235,-1.0729172787651158,T
112,5494,660505494.0,198.81839212634148,-2.302765331309385,T
113,5612,1522605612.0,249.9098838073316,41.11234327610895,T
114,5666,1050905666.0,249.9097263639663,41.11246721233624,T
115,5667,972905667.0,253.68803247450373,42.54063327930062,U
116,5679,571505679.0,255.0055166683312,39.15821371611797,T
117,5709,714805709.0,251.46912986727543,42.43499270018896,F
118,5722,1021105722.0,249.90967807473805,41.11244888261271,T
119,5725,457605725.0,219.55623233099988,5.839529719241848,T
120,5736,931105736.0,249.5384672258969,41.24859346301136,F
121,5866,2217805866.0,221.91092943058604,3.886649587751672,F
122,5998,1357905998.0,230.0509986754384,3.4174081616278347,T
123,6004,958906004.0,219.4223222429153,34.68820017429665,F
124,6005,1048606005.0,219.47465246966908,34.989620019337806,T
125,6014,867106014.0,219.4745702495215,34.98959531750583,T
126,6021,1562706021.0,219.4745346625764,34.989598414320355,T
127,6029,1346406029.0,219.47453117517657,34.98962689519384,T
128,6033,1277106033.0,208.34382075724395,2.278145832434131,T
129,6038,1048806038.0,219.47460838659637,34.98966400221385,T
130,6046,1068606046.0,219.4746137816126,34.98966542872946,T
131,6062,1165606062.0,219.4744920750065,34.98963102492573,T
132,6071,1318806071.0,219.4743594022196,34.98958667165829,T
133,6109,2768706109.0,216.46388110704797,4.496566223646741,F
134,6120,1625306120.0,219.4744845405512,34.989746694583914,T
135,6145,1654506145.0,219.4746556026678,34.98961029007114,T
136,6172,1101306172.0,223.68514294264247,59.46472239236574,F
137,6268,1358206268.0,325.0702901156665,13.105718011858936,T
138,6332,2496506332.0,258.73764854372547,58.85753050171272,U
139,6408,289806408.0,312.6915053574669,-0.2546556411255166,F
140,6422,1829406422.0,311.2900129682188,0.9327439923776316,F
141,6464,1466106464.0,253.1639900680861,34.962209706491215,F
142,6465,1788006465.0,325.3171964766003,-23.903253550978388,F
143,6470,1522406470.0,325.5225294241658,-23.912224026356665,F
144,6501,1081706501.0,338.87780361674163,14.481643934973714,E
145,6530,1683606530.0,10.949437152280993,-44.859107038228245,T
146,6545,2514506545.0,327.7240554896157,-5.889008112898386,F
147,6557,392506557.0,324.75569950747,-24.15917143815341,F
148,6595,3048206595.0,327.7241948767228,-5.888909702713181,F
149,6617,727106617.0,338.8779751204472,14.481308505063469,E
150,6629,1272606629.0,327.724149415343,-5.888834918977715,F
151,6640,1134806640.0,327.7240649945749,-5.888795723301,F
152,6676,1391506676.0,328.2506036533839,-29.604561349036228,F
153,6685,1080806685.0,255.23139738096867,35.830445642596935,F
154,6687,388006687.0,255.9708369263361,32.19583947200172,F
155,6714,793006714.0,241.53773694848252,53.08868957842053,U
156,6716,565506716.0,242.61182543240955,50.09805932442589,T
157,6723,2490806723.0,252.4164735726073,34.9715935824612,T
158,6725,1001306725.0,252.4328296713316,34.48942536015355,F
159,6732,722806732.0,253.19355707359213,35.219812097566745,T
160,6743,510706743.0,251.9250367956305,34.95874981538987,T
161,6746,822806746.0,252.24448211463908,34.81049641422135,F
162,6747,71006747.0,252.41646651849044,34.97159252069071,T
163,6748,535206748.0,251.92510410080524,34.95880534964501,F
164,6764,824806764.0,253.1640576058996,34.96227523879811,F
165,6769,807206769.0,253.19360635737485,35.21985812448025,T
166,6777,808806777.0,253.19357407474087,35.21986199314844,T
167,6791,878806791.0,253.1936533247687,35.21973619921495,T
168,6794,1265506794.0,252.416534272894,34.97158611667224,T
169,6811,1645606811.0,249.24799423509145,46.58028132120383,F
170,6818,729206818.0,246.4820558536061,49.98242657594992,F
171,6852,1904306852.0,258.899696288735,59.17682388612172,F
172,6859,2241406859.0,265.15983318775466,55.868903668823904,F
173,6882,99999906882.0,310.03898,-0.86965,F
174,6909,1847806909.0,311.63324411264733,0.4143532432296166,F
175,6938,713506938.0,319.70111696478017,0.3141872490132777,F
176,6964,1367906964.0,330.57140824652606,-7.3790582869000225,F
177,6975,535406975.0,335.8303070338318,-8.879690524816079,F
178,6978,99106978.0,334.9813925622775,-8.409477070920135,U
179,6986,1412206986.0,338.3450186027849,-9.61518479453516,F
180,6991,1216906991.0,325.053511081048,-1.3808875510195693,T
181,7041,775107041.0,324.4177858710045,1.6201158763892571,F
182,7068,417407068.0,338.67516671124,0.4455314775528782,U
183,7083,567907083.0,341.48078023215623,1.4448764210077083,F
184,7108,351307108.0,345.5748084309847,13.46363651339484,F
185,7114,1085307114.0,358.78498384920937,14.812694379449889,T
186,7129,230007129.0,348.470247492763,14.473899455459602,F
187,7173,930807173.0,344.62682166751483,-40.71295198434459,F
188,7259,1500107259.0,338.34510104741946,-9.61521512779598,F
189,7274,1146507274.0,17.908860784933005,-46.12476604918085,F
190,7297,1763607297.0,10.94934375154661,-44.85904438913247,T
191,7301,1687007301.0,347.79987163438693,-9.947555367603746,F
192,7314,1361507314.0,346.1330770802627,0.4122967564128613,T
193,7326,833107326.0,17.71082348725645,-46.00428735842048,F
194,7327,575907327.0,17.71086929586348,-46.00432250522265,F
195,7331,214507331.0,8.40306274327182,-43.82091876063833,T
196,7347,1906007347.0,338.34502682412045,-9.615224664941437,F
197,7407,1725607407.0,10.949364055878435,-44.85904326683512,T
198,7416,938107416.0,10.949241593235085,-44.85902463179668,T
199,7416,719407416.0,10.621031673917676,-44.41599173468534,F
200,7417,191807417.0,8.402521321756948,-43.82100870908823,T
201,7422,1655707422.0,10.949327588494226,-44.859137419167325,U
202,7471,99999907471.0,346.70626,-0.61413,T
203,7485,1227507485.0,338.34503594427,-9.615295812831643,F
204,7493,1369707493.0,358.841324160479,13.504212560604667,F
205,7500,127307500.0,9.866418584426476,-44.52253177143353,F
206,7500,919007500.0,10.949448210343954,-44.85897255465841,F
207,7500,977207500.0,11.0637286060309,-45.00441115628959,F
208,7511,1453707511.0,10.949494415361514,-44.85902564555508,U
209,7512,305907512.0,8.402643329060892,-43.821061061486205,T
210,7516,915507516.0,10.949511505859444,-44.85902633143127,T
211,7518,180707518.0,8.402582138674168,-43.82101504661363,T
212,7518,271907518.0,8.544446455729457,-44.08407501602764,F
213,7520,974507520.0,11.0638048929386,-45.00447044042326,F
214,7524,235007524.0,8.402566452817396,-43.82106099653566,T
215,7532,264107532.0,22.30269967337406,-22.228472717404284,F
216,7545,99999907545.0,21.95165,-28.89494,F
217,7549,507607549.0,21.48489003701724,-35.721451099824485,F
218,7566,1065507566.0,297.2793125804054,77.73954334200673,U
219,7584,633707584.0,333.80046391361645,25.703744966719476,U
220,7585,1067107585.0,333.80056740484,25.70363613250493,F
221,7589,926507589.0,4.954514819649678,-36.77214064732625,T
222,7597,1342807597.0,340.4405284121499,-1.094575038411305,F
223,7628,713007628.0,8.676679518704146,-8.255248004725775,F
224,7637,1462207637.0,6.30503730445403,4.199011211896302,F
225,7665,934807665.0,6.2688101872801605,-36.77205547808172,F
226,7688,1013407688.0,348.5945796990916,-31.05330481188008,F
227,7692,453007692.0,353.6918216469755,-25.1674999751848,F
228,7710,917407710.0,344.1892540533556,-24.65949517273275,U
229,7712,385707712.0,342.16723415931654,-6.712819880603591,U
230,7743,1272207743.0,14.075416922961388,12.493863275972624,F
231,7764,1882407764.0,14.075420405465929,12.493928906697798,T
232,7784,1243107784.0,352.9332280396349,-2.7507519106974936,F
233,7784,1248907784.0,352.9379411568823,-2.7447967912785907,F
234,7785,1338707785.0,352.93783543905414,-2.7447141530972017,T
235,7793,1643907793.0,32.317569414647764,10.871759659976114,F
236,7911,351807911.0,39.981682481347,-7.482213244692814,F
237,7915,1391507915.0,40.201266789565125,-7.105017584478788,T
238,7927,922607927.0,10.62119898517489,-44.415988580122416,F
239,7928,967807928.0,358.0051703479164,16.336704704114645,F
240,7930,1275307930.0,10.94948876217677,-44.8590525809086,T
241,7940,99999907940.0,6.43415,17.08139,F
242,7967,3294807967.0,11.062935783878329,-45.0044110837897,F
243,7969,1529707969.0,10.949531548681724,-44.85914593674066,T
244,7987,387007987.0,8.40293809022959,-43.82125987601831,T
245,7990,2953507990.0,10.949619014053072,-44.85910861625048,T
246,8002,1553508002.0,10.949521270164272,-44.85907475055212,F
247,8003,305608003.0,8.40274874102068,-43.82087564261756,T
248,8016,1516108016.0,10.949465361333802,-44.85907587033758,T
249,8017,292608017.0,8.40255100031225,-43.820953555447325,T
250,8030,970508030.0,9.789764050438013,0.6697851936332181,U
251,8042,3419908042.0,29.393057248877547,-74.17736609847582,U
252,8105,433508105.0,60.38940173176805,-5.359695555867169,F
253,8108,1610408108.0,13.778578305952594,-0.950908435565179,T
254,8147,1341408147.0,13.245979561569154,12.162789782712256,F
255,8220,996008220.0,72.88824575762233,-31.86106133796989,F
256,8221,613308221.0,49.548803777558014,-38.18408974000284,F
257,8256,384608256.0,19.666436097299616,11.85642939343505,F
258,8298,198808298.0,24.231304960940733,7.274561794796727,U
259,8305,1199408305.0,24.97864364011136,7.5303864052893985,F
260,8317,1122708317.0,36.40058266084512,28.09729410864772,U
261,8340,1271508340.0,44.01687220258365,-0.6093776741726988,F
262,8564,2966208564.0,11.06296081708099,-45.004298997433565,F
263,8565,1864308565.0,10.621016031423796,-44.41599087668683,F
264,8569,238708569.0,8.402553314187744,-43.82090281850729,T
265,8570,232608570.0,8.402602412243954,-43.821005338699,T
266,8610,809508610.0,9.029312115355324,-34.21534441034806,F
267,8625,1485608625.0,48.53507392584694,-54.9652978419718,T
268,8633,1169708633.0,48.02852079453815,-57.64568066866304,F
269,8634,1874508634.0,72.50755140711432,-32.466150643646515,T
270,8640,1343008640.0,76.68171787667566,-38.32095065532417,F
271,8660,1260208660.0,47.92050801034109,-58.066016016230456,T
272,8661,2983508661.0,79.24947813097413,-48.87054873581211,T
273,8686,2178708686.0,25.112111630616692,-10.64031999424029,F
274,8718,4656108718.0,102.59698995240154,-35.80776577526395,F
275,8817,1506808817.0,140.7147515746518,-23.069076978847303,T
276,8877,2158708877.0,138.9016710305089,-10.59699236280438,F
277,8878,2142908878.0,138.9016645914919,-10.597071998277702,F
278,8878,439008878.0,138.06367437562372,-10.20139755278834,U
279,8881,2579008881.0,81.53908614021722,-24.338444538540667,F
280,8882,3188108882.0,138.90174672230515,-10.597060565549876,F
281,8894,2058208894.0,138.90165431309268,-10.59704546106547,F
282,8908,1300008908.0,140.7147152198023,-23.069141104342023,T
283,8966,171408966.0,123.04570318685072,3.723139477730206,F
284,8967,478408967.0,127.6704975086312,4.361911038791507,F
285,8982,1642808982.0,123.8332168998881,3.876053162592189,F
286,9005,218309005.0,123.11033056661192,3.5552578642600063,U
287,9033,1600809033.0,123.69658851359998,3.4506449305869418,F
288,9034,1516609034.0,123.786209296726,3.256532618048707,F
289,9041,1391109041.0,123.71979972299955,3.5755281568832507,F
290,9061,922509061.0,124.36472362957278,51.86241083518125,T
291,9065,632609065.0,123.52277110303946,49.41389716470694,T
292,9086,153409086.0,131.10866592105,51.641298418153504,F
293,9143,491409143.0,142.40078793160444,70.80907900879376,F
294,9154,111809154.0,157.19764268747372,61.44919088576974,T
295,9159,311809159.0,159.75360392814022,61.181407072669536,T
296,9163,239809163.0,158.4709610482206,58.78145885024073,U
297,9165,257809165.0,158.47105471896842,58.78149894328799,U
298,9171,512709171.0,142.4008186477766,70.8089192071791,F
299,9174,725509174.0,160.9869728362687,58.125083675599534,U
300,9179,931209179.0,162.0898489186343,57.99248886299557,U
301,9179,172009179.0,160.98721033497685,58.12515897317687,U
302,9187,1040709187.0,162.01368951761012,55.70230161035646,U
303,9188,870709188.0,161.6995807180641,59.24543106662906,U
304,9191,147109191.0,140.9856558450962,70.04915222106207,F
305,9193,155309193.0,160.9869978024539,58.12524248355015,U
306,9194,1463009194.0,160.98731491376796,58.12505329768734,E
307,9200,822809200.0,160.98721678818447,58.1251120216505,T
308,9201,269309201.0,158.47107000041947,58.78147467638006,U
309,9205,840409205.0,157.87861812770112,57.0881355851354,F
310,9211,648309211.0,164.4050829990361,58.525037069915975,F
311,9214,719109214.0,160.98697692683157,58.125143596887206,T
312,9215,779809215.0,165.48297336177376,59.30974553484848,F
313,9219,244509219.0,141.32601575586853,70.3856983204677,F
314,9220,232709220.0,158.47119154764562,58.78148349730333,U
315,9222,1279409222.0,157.87854128892607,57.0881006421851,F
316,9224,246509224.0,147.73646813655884,69.13091468577517,F
317,9225,154809225.0,160.98728560574625,58.12504939282509,U
318,9228,747709228.0,157.87879619390543,57.08810092850405,F
319,9240,759009240.0,160.98713083967056,58.12517582191359,U
320,9242,254909242.0,158.47106224267014,58.78156694073074,U
321,9243,240309243.0,158.4712149269739,58.78141703282887,U
322,9244,153409244.0,160.98726942107393,58.1250830541447,U
323,9248,151409248.0,160.98732190353527,58.12508332201916,U
324,9267,128709267.0,158.64103198037174,57.54181500334116,F
325,9268,1072409268.0,157.87874289757957,57.08823469492819,F
326,9273,470409273.0,157.1961345874655,57.40915337406929,F
327,9276,770209276.0,160.98696782296835,58.12516518585087,E
328,9282,344609282.0,158.47116280015874,58.78149900839125,U
329,9286,141009286.0,160.98713076976284,58.12504828215789,U
330,9291,248909291.0,158.47109941983268,58.78139393330552,U
331,9294,2118809294.0,160.9871813952857,58.12514395737701,T
332,9305,257509305.0,158.4710782971047,58.78132974725745,U
333,9307,211909307.0,160.98710563630402,58.125100439460965,U
334,9329,595709329.0,59.804351260317695,-45.41431612314266,U
335,9330,476209330.0,64.20601634494317,-50.17500948205548,T
336,9360,402609360.0,130.42675074186246,49.42094734701219,T
337,9361,2096409361.0,116.16144364073772,29.205879947710603,U
338,9421,866609421.0,79.2493361072883,-48.87051197165584,T
339,9459,1979709459.0,81.25788840869204,-48.6499991192168,F
340,9463,938609463.0,79.24925724216459,-48.87035480606809,T
341,9577,468409577.0,127.670320180401,4.361789912995566,U
342,9625,656109625.0,127.90611040767465,19.39656817357697,F
343,9625,657809625.0,127.90674287692056,19.39387767716099,F
344,9655,787909655.0,128.956749958586,18.247495573158325,F
345,9657,801809657.0,181.14844753110413,-7.971115803699382,F
346,9663,1047009663.0,130.12288197553923,18.40144304871362,F
347,9663,55409663.0,129.53032800542542,17.782210753207327,F
348,9671,1578109671.0,149.2426846572325,-10.523481866630252,F
349,9684,1393909684.0,145.89090876540172,-4.081080196930091,T
350,9697,1153709697.0,166.8803951056473,-14.14876073806689,T
351,9701,1019209701.0,148.98294346847266,-10.557598118755749,F
352,9709,99999909709.0,164.46273,-3.76613,U
353,9725,529309725.0,169.40779537447477,-17.326425502145764,T
354,9740,818209740.0,122.15538655658442,50.46731294750895,F
355,9770,1285809770.0,127.670455877868,4.36189414486184,F
356,9771,246409771.0,158.47093565735435,58.781504742066176,U
357,9772,708909772.0,160.98704218644994,58.1251782228268,U
358,9773,149309773.0,160.9870945132655,58.125103217551896,T
359,9781,230009781.0,158.47102931574142,58.78132063042531,U
360,9781,846009781.0,159.64174491159577,59.641988725807416,F
361,9795,760509795.0,160.9871866532598,58.12512056496063,E
362,9801,911209801.0,162.1853595814143,58.260278057418994,T
363,9801,148809801.0,160.98728582919492,58.12505932285412,U
364,9823,229209823.0,158.4711206106625,58.78147257902717,U
365,9837,747509837.0,160.98702137732988,58.125143274998976,E
366,9843,140609843.0,160.98708348626533,58.125241664635446,U
367,9856,979109856.0,164.18548380037095,59.91574865755611,F
368,9857,846609857.0,165.65391874461474,58.74759066183199,F
369,9858,387709858.0,157.17538937012213,57.14418518023189,F
370,9863,243509863.0,158.4712159770858,58.78124380654455,U
371,9869,699609869.0,160.98722531039002,58.12525649986076,T
372,9871,130909871.0,160.98690814630274,58.12532300138593,U
373,9881,808609881.0,157.87838580706628,57.08809254516441,F
374,9881,750109881.0,157.7575509676647,57.84391466286869,F
375,9882,815709882.0,157.8786306064292,57.088327438461526,F
376,9889,571909889.0,158.90979155394083,58.26350959427821,T
377,9890,264109890.0,158.47110113637083,58.781505998743945,U
378,9894,267909894.0,158.47139961919228,58.78121204189205,U
379,9897,1114909897.0,162.01376216949228,55.70246031398912,T
380,9900,778109900.0,135.0967766877129,43.80345314756907,E
381,9903,786209903.0,160.98721143266778,58.12508835444294,E
382,9904,805909904.0,160.9871827937989,58.12509764041703,E
383,9910,157409910.0,160.98714406544295,58.12507597760785,T
384,9911,157709911.0,160.98700840310406,58.12515632529243,U
385,9939,99999909939.0,215.08597,52.26377,E
386,9952,789309952.0,214.94406130641164,52.99500475128532,F
387,9979,769309979.0,215.38300749325236,53.04476515970947,F
388,9990,831409990.0,201.5116175861606,27.58356972905924,F
389,9994,124709994.0,200.61608950180425,27.74323620230978,T
390,9994,908609994.0,201.51160731901732,27.583352005112506,F
391,9998,767809998.0,214.94396050839308,52.9949281852621,F
392,10005,571510005.0,214.94396706302948,52.99488200594775,F
393,10015,584610015.0,214.94401243288044,52.994878771436426,F
394,10019,576110019.0,214.9440117204307,52.9949128009571,F
395,10029,322910029.0,214.5799890563458,52.83492305937363,U
396,10051,823210051.0,201.51162689361325,27.58359461719561,F
397,10051,495710051.0,201.098720629375,27.6221162990944,F
398,10085,1058110085.0,214.94415191591307,52.99490282542772,T
399,10166,2266810166.0,151.62353863021664,-33.65792366697337,F
400,10456,464210456.0,157.17564876577424,57.14416128488082,F
401,10461,376010461.0,160.98711685241793,58.12513749962889,T
402,10462,1608110462.0,158.9100764642983,58.26327790941859,T
403,10463,823610463.0,160.98713326220957,58.12509163764446,E
404,10469,878710469.0,164.53973480148522,58.640621827548,F
405,10471,838710471.0,163.68755712860528,60.2098323506745,F
406,10477,267210477.0,158.47114058565177,58.78130295968785,U
407,10508,324110508.0,164.52921121055647,59.66571281306465,F
408,10517,367610517.0,188.71016381554725,62.170171551937386,F
409,10522,1125110522.0,189.9890680183196,62.41671050641242,F
410,10529,72910529.0,164.0398863269765,58.98829459887396,F
411,10534,354010534.0,158.47126467368508,58.78150987948295,T
412,10535,925010535.0,160.98728656299434,58.125174764278725,T
413,10544,231110544.0,160.98732583565183,58.12518086186384,E
414,10548,854910548.0,158.91015725118552,58.26341558354211,T
415,10552,164410552.0,160.9874692528255,58.12518043785804,U
416,10557,1095110557.0,157.87885047557165,57.08825958654054,F
417,10558,1124710558.0,157.8789099993456,57.08805972019285,U
418,10570,1430610570.0,162.01367693951013,55.702404996219485,T
419,10572,312110572.0,158.47149766556768,58.78148897764339,T
420,10573,297810573.0,158.47113281053603,58.78145058823153,U
421,10592,1363910592.0,215.3831887897832,53.044621297649336,U
422,10592,485910592.0,214.56871901512596,52.49423729915706,U
423,10602,1242610602.0,215.04365562164003,52.67449473882591,U
424,10640,455210640.0,214.57998986586423,52.83499795051259,U
425,10704,455810704.0,214.74999698635892,52.302312788989,F
426,10766,349410766.0,244.27374891674984,55.26788573169326,F
427,10767,1013010767.0,196.7192403843277,0.874980096261147,U
428,10770,2014610770.0,243.07705583587656,52.706596950457495,U
429,10771,399810771.0,242.72339071462147,53.652092367920446,F
430,10779,695810779.0,250.27882831796725,40.70670121556119,U
431,10788,75410788.0,248.96776633745745,41.802998006570846,F
432,10796,1104110796.0,250.27900063397425,40.70666774447534,T
433,10802,383910802.0,247.57341902640368,40.90671515630317,T
434,10814,1883010814.0,250.27881239670623,40.70669217677016,T
435,10816,277210816.0,249.7117528999779,40.40220090910336,T
436,10816,911410816.0,250.2789881195989,40.70675526179304,T
437,10830,1435910830.0,249.80670180683643,41.66574284942475,F
438,10831,783210831.0,250.2788616924012,40.70671578853431,T
439,10849,670510849.0,250.27892762721825,40.70671904278261,T
440,10849,546710849.0,250.13781030772716,40.61801307388952,T
441,10861,595810861.0,247.82868606398668,40.86438960014214,F
442,10868,187910868.0,249.90969866826703,41.11239733650714,T
443,10878,690010878.0,250.2789381285192,40.706706585414096,U
444,10878,558610878.0,250.1377116009025,40.61792343987443,T
445,10937,950410937.0,243.4902662030505,28.482022869489008,T
446,11011,278011011.0,218.94354452245832,34.43395495786708,F
447,11205,1298111205.0,214.78413122362625,53.08358582579159,F
448,11231,1318511231.0,201.5115147382815,27.58353258350459,T
449,11278,2103811278.0,196.9751648761443,53.85803746071964,T
450,11291,675111291.0,244.7035291920997,55.406214214736295,F
451,11324,2486311324.0,201.5114861287759,27.58344500426441,T
452,11404,1230011404.0,296.1814508679744,-7.833612616986377,F
453,11418,761911418.0,250.13790033047064,40.61813876517972,T
454,11418,965911418.0,250.27911739037884,40.70680340249852,U
455,11430,971311430.0,250.27889148898507,40.70684469536396,U
456,11432,924811432.0,250.27903645878453,40.706754582914826,T
457,11464,686011464.0,257.71810748926265,19.15308150107361,F
458,11506,1039511506.0,254.04853623755517,-3.68203097797179,F
459,11506,1965711506.0,254.2750965535515,-4.349933288999256,U
460,11522,395711522.0,251.40292999642625,-1.775913212969962,T
461,11532,4124011532.0,253.69721365344736,-22.331050136602038,F
462,11551,1833511551.0,254.27506368448653,-4.3497896056144105,F
463,11596,2000411596.0,254.27511345812889,-4.34993420964036,F
464,11597,1908811597.0,254.27510342072975,-4.349854858219135,U
465,11598,1707711598.0,254.2750943952274,-4.349879331678745,F
466,11635,2131711635.0,273.1205237012852,15.351203364890184,U
467,11654,3432611654.0,204.68209193067,-9.754709262772677,T
468,11724,864611724.0,296.18135848560013,-7.8336001919646705,F
